ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
288,27577,Nostrand Avenue,Avenue P,Stuart Street,SB,09/27/2019,178,101,60,38,68,92,221,606,632,402,393,461,527,587,690,541,529,505,350,351,315,292,196,172
295,12946,Ocean Terrace,Dead End,Milford Dr,NB,09/27/2019,23,9,8,4,10,41,213,470,430,246,230,294,273,286,431,320,407,365,274,177,147,99,91,83
295,12946,Ocean Terrace,Dead End,Milford Dr,SB,09/27/2019,12,12,4,3,3,24,78,505,362,138,149,186,189,249,436,583,550,486,214,148,90,81,65,43
301,91425,Parsons Boulevard,37 Avenue,38 Avenue,NB,09/27/2019,55,39,28,19,37,82,153,214,300,314,254,243,241,239,260,256,243,228,279,243,221,164,150,120
301,91425,Parsons Boulevard,37 Avenue,38 Avenue,SB,09/27/2019,112,96,61,35,53,64,161,285,407,377,327,340,304,320,310,338,377,410,396,381,406,355,321,267
308,149278,Richmond Ave,Yukon Ave,Dead End,SB,09/27/2019,200,90,47,39,68,134,308,778,872,889,1155,1405,1529,1764,1916,2045,1910,1857,1760,1555,1170,923,667,490
308,155290,Richmond Ave,Yukon Ave,Yukon Ave,NB,09/27/2019,261,134,41,48,60,150,525,1481,1837,1761,1475,1645,1773,1891,1802,1780,1801,1518,1551,1428,1210,917,601,448
309,112431,Richmond Rd,Clove Rd,Dead End,SB,09/27/2019,240,172,97,51,47,56,88,205,585,642,514,509,479,526,562,715,802,677,742,715,601,458,366,346
309,111985,Richmond Rd,Clove Rd,Dead End,SB,09/27/2019,173,96,63,40,20,51,149,280,771,717,635,637,708,696,684,730,770,692,661,654,568,493,411,337
326,98540,Springfield Boulevard,219 Street,46 Avenue,NB,09/27/2019,13,3,2,5,8,24,52,159,186,103,123,117,136,110,153,170,138,171,125,110,94,75,41,33
326,98540,Springfield Boulevard,219 Street,46 Avenue,SB,09/27/2019,16,14,7,8,7,22,52,175,209,109,115,130,164,167,198,221,254,248,265,205,139,113,82,57
327,101166,Springfield Boulevard,64 Ave,67 Ave,NB,09/27/2019,13,20,54,114,270,305,252,217,229,212,215,260,282,233,220,221,193,118,116,96,64,29,23,14
327,101166,Springfield Boulevard,64 Avenue,67 Avenue,SB,09/27/2019,13,14,21,74,195,303,236,220,212,236,229,272,306,337,337,293,245,216,188,164,119,72,56,34
330,70957,St Nicholas Ave,Broadway/ 7 Ave Line,Broadway/ 7 Ave Line,NB,09/27/2019,148,134,98,86,78,80,182,295,337,287,270,341,303,429,411,375,329,256,338,329,258,247,203,191
330,70957,St Nicholas Ave,Broadway / 7 Ave Line,Broadway / 7 Ave Line,SB,09/27/2019,159,133,86,96,96,111,172,271,306,364,253,229,270,319,289,358,261,328,270,266,249,199,173,173
336,50660,Sutter Avenue,Hemlock Street,Autumn Avenue,WB,09/27/2019,93,74,48,39,53,128,218,337,370,306,278,295,363,365,374,397,454,407,404,339,242,243,194,139
337,114825,Targee St,Columbus Ave,Richmond Rd,NB,09/27/2019,103,101,35,90,211,389,838,1423,1250,1076,1015,1086,1171,1039,932,938,871,933,856,651,666,562,385,341
342,156721,Union Turnpike,196 Street,196 Place,EB,09/27/2019,43,24,15,6,8,32,99,411,823,380,284,292,369,448,844,1323,1192,975,671,487,254,190,127,92
342,145421,Union Turnpike,Dead end,Dead end,WB,09/27/2019,29,9,5,12,32,135,1304,1768,1282,586,440,362,383,407,470,590,652,748,627,364,228,174,137,98
343,156045,Utopia Parkway,Dead End,45 Avenue,NB,09/27/2019,69,31,17,8,18,68,189,286,288,279,312,320,336,379,339,317,393,320,257,249,211,181,123,98
343,152386,Utopia Parkway,Dead End,45 Avenue,SB,09/27/2019,87,45,33,23,22,52,223,597,606,385,424,419,414,489,642,779,704,675,590,479,402,347,277,195
345,112566,Van Duzer St,Broad St,Jake Court,SB,09/27/2019,95,65,31,31,62,133,321,517,510,372,367,391,487,444,470,549,501,585,472,393,348,275,270,264
350,160109,Victory Boulevard,South Gannon Avenue,Dr M L King Ep Nb En Victory Bl,EB,09/27/2019,220,118,80,72,207,549,1323,1339,1270,1084,1081,1356,1136,1199,1390,1302,1201,1421,1141,942,801,887,937,585
350,160109,Victory Boulevard,South Gannon Avenue,Dr M L King Ep Nb En Victory Bl,WB,09/27/2019,184,88,79,56,95,203,435,875,1131,1076,991,1009,1065,1057,1384,1520,1540,1476,1408,1092,716,558,442,387
367,218038,Woodrow Road,Dead End,Everton Avenue,NB,09/27/2019,25,17,4,4,18,34,159,337,270,178,206,191,209,229,324,336,304,334,289,227,237,133,115,88
367,218038,Woodrow Road,Dead end,Everton Avenue,SB,09/27/2019,17,8,6,5,13,33,75,240,159,108,112,102,137,148,186,245,257,273,246,191,133,105,73,44
369,103545,Woolley Aveneue,Westwood Avenue,Dawson Street,SB,09/27/2019,133,77,42,43,40,99,333,598,462,451,402,438,499,532,581,471,482,491,484,527,401,321,307,250
369,103545,Woolley Avenue,Westwood Avenue,Dawson Street,NB,09/27/2019,107,39,22,29,138,371,607,604,542,477,444,455,496,475,565,510,535,529,480,450,387,342,296,212
17,96671,188 Street,Rio Drive,Henley Road,NB,09/28/2019,254,176,135,124,144,232,352,463,578,675,628,695,693,734,764,744,729,631,689,696,566,494,483,404
17,96671,188 Street,Rio Drive,Henley Road,SB,09/28/2019,344,233,203,144,106,142,152,320,428,423,460,511,558,573,582,658,690,576,586,552,486,472,421,453
23,117242,200 Street,36 Avenue,Francis Lewis Boulevard,NB,09/28/2019,9,8,9,2,5,0,12,25,47,80,75,85,87,84,83,68,80,76,54,69,43,27,14,12
27,98876,26 Avenue,201 Street,202 Street,EB,09/28/2019,38,22,22,10,13,20,41,131,234,289,354,370,422,440,386,409,382,333,286,248,181,150,107,69
27,98876,26 Avenue,201 Street,202 Street,WB,09/28/2019,46,25,14,7,15,25,73,125,205,259,352,397,487,373,417,374,397,366,312,271,243,146,97,88
40,97492,35 Avenue,Francis Lewis Boulevard,200 Street,EB,09/28/2019,62,34,28,24,16,39,75,158,230,328,354,360,368,358,374,407,353,333,317,296,204,183,117,88
40,97492,35 Avenue,Francis Lewis Boulevard,200 Street,WB,09/28/2019,98,72,39,40,36,55,107,212,319,448,462,499,538,474,513,487,473,437,435,371,285,219,186,135
41,97525,35 Avenue,203 Street,204 Street,EB,09/28/2019,71,45,21,35,19,47,96,180,304,418,441,455,560,431,461,523,405,433,424,360,223,215,153,110
41,97525,35 Avenue,203 Street,204 Street,WB,09/28/2019,77,66,28,37,33,59,104,210,294,417,437,471,466,438,475,436,417,385,411,332,261,201,169,119
42,21331,37 Street,12 Avenue,13 Avenue,EB,09/28/2019,61,36,30,28,24,26,37,58,77,95,92,111,125,113,125,140,142,130,152,196,175,148,155,80
43,21327,39 Street,12 Avenue,13 Avenue,EB,09/28/2019,42,30,20,17,16,29,30,45,54,69,94,76,84,101,101,102,101,100,126,139,143,120,88,71
43,21327,39 Street,12 Avenue,13 Avenue,WB,09/28/2019,39,27,22,16,18,27,32,54,51,79,81,73,78,90,93,81,77,80,145,129,116,93,95,77
47,97302,45 Avenue,192 Street,193 Street,WB,09/28/2019,13,11,5,7,3,8,12,29,42,59,79,89,82,99,94,103,74,74,72,56,64,32,24,20
47,97302,45 Avenue,192 Street,193 Street,EB,09/28/2019,31,20,19,14,10,8,18,72,108,123,149,121,144,128,146,134,164,121,105,80,73,72,51,36
49,21164,49 Street,12 Avenue,13 Avenue,WB,09/28/2019,93,61,45,26,33,34,38,94,81,186,260,244,258,252,239,260,224,218,154,156,158,134,124,123
55,28923,5 Avenue,Douglass Street,De Graw Street,NB,09/28/2019,161,141,103,69,47,57,92,137,228,265,287,314,302,317,346,314,321,323,297,298,244,212,230,167
56,21148,50 Street,New Utecht Avenue,13 Avenue,EB,09/28/2019,162,67,32,29,30,39,48,108,165,201,249,247,221,224,247,237,205,277,199,193,196,167,154,165
63,19805,60 Street,11 Avenue,12 Avenue,EB,09/28/2019,119,103,68,48,55,66,51,135,199,211,220,253,272,288,272,261,283,280,270,200,142,85,42,66
63,19805,60 Street,11 Avenue,12 Avenue,WB,09/28/2019,88,44,54,33,56,52,87,145,218,272,270,283,302,268,271,253,234,257,277,202,186,242,196,170
65,81815,63 Drive,Wetherole St.,Booth Street,NB,09/28/2019,104,92,42,31,40,57,97,193,274,343,392,391,402,423,373,368,350,402,425,371,318,245,242,209
65,81815,63 Drive,Wetherole St.,Booth Street,SB,09/28/2019,60,49,19,12,30,12,30,51,82,134,166,176,172,231,222,213,201,222,248,223,198,127,108,83
66,19566,65 Street,10 Avenue,11 Avenue,EB,09/28/2019,507,345,248,227,203,195,270,394,523,680,615,708,820,846,833,933,938,925,1068,1083,832,921,821,727
66,19566,65 Street,10 Avenue,11 Avenue,WB,09/28/2019,160,129,98,124,165,303,513,799,780,796,661,662,643,596,722,719,591,720,628,573,451,366,382,271
67,20157,65 Street,18 Avenue,19 Avenue,EB,09/28/2019,304,194,139,115,98,130,141,261,374,494,565,625,618,723,625,686,586,776,787,757,622,569,537,423
67,20157,65 Street,18 Avenue,19 Avenue,WB,09/28/2019,216,152,103,97,95,127,259,439,634,697,703,736,915,705,637,671,613,593,616,564,494,445,387,371
71,96615,73 Avenue,194 Street,195 Street,WB,09/28/2019,40,22,19,14,14,20,44,76,142,220,231,297,331,262,276,315,283,237,262,243,171,119,99,72
71,96615,73 Avenue,194 Street,195 Street,EB,09/28/2019,32,14,13,12,6,15,26,60,153,186,207,231,273,247,258,241,258,222,226,176,134,95,88,68
75,19461,8 Avenue,67 Street,68 Street,NB,09/28/2019,93,76,28,23,28,56,128,194,354,401,399,510,471,384,421,308,359,290,224,201,174,129,103,108
75,19461,8 Avenue,67 Street,68 Street,SB,09/28/2019,106,44,30,34,34,26,34,84,174,379,292,348,273,341,214,236,276,239,291,208,228,173,114,95
77,52297,80 Street,68 Avenue,68 Road,NB,09/28/2019,115,81,41,41,39,82,173,217,351,402,504,450,505,478,485,471,485,472,459,390,348,298,254,174
77,52297,80 Street,68 Avenue,68 Road,SB,09/28/2019,179,105,63,60,56,76,119,250,366,462,550,634,726,711,767,824,778,728,743,626,477,403,315,241
82,112136,Amboy Road,3 Street,Dale Ave,NB,09/28/2019,142,91,63,48,53,114,195,341,517,611,672,703,723,743,653,631,627,541,525,492,347,302,302,229
82,112136,Amboy Road,2 Street,Dale Ave.,SB,09/28/2019,163,91,59,35,30,41,90,184,328,417,509,523,550,572,546,524,482,502,417,371,278,285,270,205
87,22924,Atlantic Avenue,3 Avenue,4 Avenue,WB,09/28/2019,238,270,268,190,311,485,651,886,1048,1073,1084,1148,1054,1169,1215,1203,1093,1184,1018,1073,942,861,923,656
87,22924,Atlantic Avenue,3 Avenue,4 Avenue,EB,09/28/2019,296,271,268,190,311,485,651,886,1048,1073,1084,1148,1037,1314,1161,1206,1093,1184,1114,1073,942,861,923,656
91,70892,Audubon Ave,West  166 St,West 167 St,NB,09/28/2019,39,35,16,8,20,22,39,46,58,43,41,65,56,78,79,81,69,63,46,61,84,58,44,55
91,70892,Audubon Ave,West 166 St,West 167 St,SB,09/28/2019,36,58,37,16,25,29,51,57,70,65,63,77,77,102,91,93,79,85,65,71,105,73,65,59
92,70931,Audubon Ave,West 172 St,West 173 St,NB,09/28/2019,61,38,37,52,33,18,38,41,38,58,56,71,93,107,121,127,176,154,164,130,94,125,113,86
92,70931,Audubon Ave,West 172 St,West 173 St,SB,09/28/2019,66,48,61,80,69,63,96,115,94,139,88,121,133,161,281,250,195,229,190,205,158,207,190,129
94,27017,Avenue J,East 12 Street,East 13 Street,EB,09/28/2019,95,69,57,47,46,66,63,106,154,176,208,203,210,241,236,300,244,288,326,300,323,293,321,245
94,27017,Avenue J,East 12 Street,East 13 Street,WB,09/28/2019,121,95,64,52,50,67,105,176,194,231,257,211,262,322,278,272,310,314,371,294,289,274,267,210
95,27147,Avenue M,Brighton Line,East 16 Street,EB,09/28/2019,90,52,53,45,19,34,89,172,190,168,186,184,210,234,213,238,236,243,217,217,217,213,178,146
95,27147,Avenue M,Brighton Line,East 16 Street,WB,09/28/2019,45,39,33,47,51,81,139,219,250,225,251,266,226,209,226,196,240,228,223,199,154,178,176,160
96,27120,Avenue N,East 15 Street,Brighton Line,EB,09/28/2019,170,138,99,56,63,68,91,200,189,259,301,332,384,379,374,406,418,467,543,562,607,479,405,371
99,26964,Avenue P,East 12 Street,East 13 Street,EB,09/28/2019,116,76,74,52,73,60,88,171,194,278,278,305,314,385,372,342,359,415,474,395,433,327,318,250
99,26964,Avenue P,East 12 Street,East 13 Street,WB,09/28/2019,111,89,61,48,53,61,136,198,301,391,463,436,445,453,478,447,425,554,583,559,458,349,358,297
106,20147,Bay Ridge Avenue,19 Avenue,20 Avenue,EB,09/28/2019,44,25,17,11,16,19,25,54,74,100,132,107,167,152,161,164,181,172,138,109,92,96,70,62
108,15736,Bay St,William St,Congress St,NB,09/28/2019,112,96,75,65,79,110,126,228,266,330,380,333,391,408,345,383,369,384,361,350,237,228,195,160
108,15736,Bay St,William St,Congress St,SB,09/28/2019,170,142,88,81,84,124,139,296,427,464,560,514,557,634,579,588,590,552,509,471,385,345,310,388
110,15540,Beach St,Union Pl,Van Duzer St,EB,09/28/2019,57,43,19,26,17,23,26,47,72,88,134,121,133,124,159,138,124,117,125,103,95,75,74,61
110,15540,Beach St,Union Pl,Van Duzer St,WB,09/28/2019,54,42,28,23,18,33,38,79,106,148,162,154,170,174,208,199,160,144,198,165,140,124,103,84
117,98338,Bell Boulevard,45 Drive,46 Avenue,NB,09/28/2019,70,59,32,13,16,34,60,131,231,368,415,451,506,473,391,369,334,355,358,340,251,185,155,98
117,98338,Bell Boulevard,45 Drive,46 Avenue,SB,09/28/2019,111,76,50,45,27,28,32,112,244,284,336,417,413,464,445,430,424,452,432,377,244,208,190,183
119,91014,Booth Memorial Ave.,College Point Boulevard,133 Street,EB,09/28/2019,295,179,107,45,31,43,55,133,176,229,217,254,288,357,346,397,362,382,390,371,356,315,253,218
119,91014,Booth Memorial Ave.,College Point Boulevard,133 Street,WB,09/28/2019,156,131,90,72,46,58,100,175,302,389,421,432,497,459,449,433,433,443,367,349,407,278,226,179
124,70939,Broadway,West 174 St,West 175 St,NB,09/28/2019,219,159,111,71,79,85,120,161,136,189,222,328,386,363,383,324,300,433,360,292,259,235,223,190
124,70939,Broadway,West 174 St,West 175 St,SB,09/28/2019,241,199,157,96,95,106,170,213,235,270,313,400,361,359,411,344,282,262,349,305,252,233,199,191
143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/28/2019,83,48,17,18,22,62,144,133,116,156,178,269,316,287,336,320,322,318,300,266,161,137,115,102
161,22219,Clinton Street,Sackett Street,Union Street,NB,09/28/2019,79,38,40,23,28,52,90,153,256,290,282,297,294,286,357,359,370,340,304,299,246,171,146,138
162,15047,Clove Rd,Neckar Ave,Weser Ave,EB,09/28/2019,59,47,29,22,13,35,64,121,181,207,238,260,283,279,302,278,251,264,236,213,174,132,103,97
162,15047,Clove Rd,Neckar Ave,Weser Ave,WB,09/28/2019,89,67,36,33,18,56,95,197,252,270,316,330,325,315,297,357,300,316,272,251,196,175,150,144
163,157129,College Point Beoulevard,Dead End,Botanical Garden Bridge,NB,09/28/2019,244,159,151,143,124,128,227,525,635,737,789,839,802,819,839,775,893,835,930,828,713,805,529,391
163,156916,College Point Boulevard,Dead End,Botanical Grdn Bridge,SB,09/28/2019,239,140,95,95,123,112,280,583,695,923,891,743,748,703,742,1029,1049,1168,1078,914,625,510,420,389
164,22023,Columbia Street,Kane Street,Irving Street,NB,09/28/2019,31,18,14,10,8,12,43,65,112,151,214,279,285,321,365,373,317,267,202,182,115,85,33,33
164,22023,Columbia Street,Kane Street,Irving Street,SB,09/28/2019,61,48,43,32,34,38,59,73,186,284,183,172,198,225,204,173,191,301,294,260,199,177,123,134
175,22409,Court Street,De Graw Street,Sackett Street,SB,09/28/2019,180,194,135,72,63,80,91,170,326,510,516,517,559,534,578,623,626,692,648,524,423,387,348,329
204,157208,Francis Lewis Boulevard,Dead End,Dead End,EB,09/28/2019,81,57,27,24,25,35,62,146,332,460,491,531,600,606,565,558,512,565,477,367,306,228,185,123
208,96010,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,NB,09/28/2019,7,4,1,3,5,9,29,36,86,99,129,103,120,85,96,75,48,46,38,27,23,14,18,22
208,96010,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,SB,09/28/2019,35,25,14,12,10,11,30,42,67,76,83,92,101,98,107,148,94,108,82,68,56,76,64,36
209,21399,Ft Hamilton Parkway,Chester Avenue,36 Street,NB,09/28/2019,229,118,111,87,99,139,227,353,417,474,584,542,526,585,588,658,644,645,651,658,549,425,386,421
209,21399,Ft Hamilton Parkway,Chester Avenue,36 Street,SB,09/28/2019,303,178,125,106,91,152,253,331,343,412,501,501,514,577,570,633,607,624,710,589,619,596,437,470
210,19555,Ft Hamilton Parkway,67 Street,68 Street,NB,09/28/2019,219,70,62,69,67,111,313,431,638,749,731,747,769,767,759,702,667,715,858,606,578,580,493,474
210,19555,Ft Hamilton Parkway,67 Street,68 Street,SB,09/28/2019,208,102,52,32,54,66,127,235,330,409,593,610,659,682,624,621,628,525,554,523,520,461,394,294
223,182686,Hewlett Street,Dead end,Union Turnpike,NB,09/28/2019,110,56,49,30,46,94,234,397,501,563,621,685,723,704,721,632,579,554,545,441,350,279,235,194
223,182686,Hewlett Street,Dead End,Union Turnpike,SB,09/28/2019,167,73,43,27,28,47,128,303,370,475,541,571,634,628,564,596,500,428,426,403,354,265,222,194
224,22227,Hicks Street,Kane Street,De Graw Street,NB,09/28/2019,164,129,87,47,34,69,160,320,400,627,459,631,663,702,762,864,767,846,823,782,640,539,358,275
224,22221,Hicks Street,Kane Street,De Graw Street,SB,09/28/2019,53,35,43,17,13,25,45,75,134,224,206,175,173,180,188,222,243,300,274,246,149,120,113,111
227,180547,Hillside Avenue,192 Street,193 Street,EB,09/28/2019,261,166,108,118,81,125,165,337,505,526,600,659,957,852,1061,993,837,855,733,806,604,515,447,330
227,180547,Hillside Avenue,192 Street,193 Street,WB,09/28/2019,225,149,131,108,105,172,285,413,631,643,696,671,684,804,873,740,789,978,928,917,739,486,452,373
231,114869,Hylan Blvd South,Olga Pl,Olga Pl,NB,09/28/2019,167,127,69,66,75,191,293,400,557,589,640,636,685,653,702,706,699,642,527,506,362,339,304,328
231,14422,Steuben St,Hylan Blvd North,Olga Place,SB,09/28/2019,384,260,155,135,92,118,239,403,539,560,684,748,907,851,796,808,756,729,794,711,585,449,468,484
232,14602,Hylan Blvd.,Fingerboard Rd,Dead End,NB,09/28/2019,84,56,36,29,47,144,214,291,334,353,378,362,380,369,384,366,377,372,327,269,257,188,205,170
232,14602,Hylan Blvd.,Fingerboard St.,Dead End,SB,09/28/2019,147,82,41,30,23,19,47,128,194,219,239,278,338,345,362,383,402,377,344,289,275,239,195,205
233,152334,Hylan Boulevard,Ebbitts Street,Dead end,NB,09/28/2019,372,213,132,77,70,76,150,368,637,828,977,1111,1223,1220,1269,1239,1193,1160,968,876,644,553,640,535
233,155338,Hylan Boulevard,Allison Avenue,Princeton Avenue,SB,09/28/2019,181,106,76,70,121,321,458,556,838,1025,1171,1164,1344,1160,1198,1060,1068,1092,904,793,505,439,372,335
235,52940,Jamaica Avenue,101 Street,102 Street,EB,09/28/2019,98,72,54,59,57,50,71,76,136,216,210,244,263,242,248,278,261,273,203,215,203,153,163,133
235,52940,Jamaica Avenue,101 Street,102 Street,WB,09/28/2019,87,108,56,54,49,64,73,125,185,215,190,250,259,295,284,304,322,344,263,241,200,166,178,156
238,19248,Kings Highway,West 11 Street,Quentin Road,EB,09/28/2019,216,194,99,83,114,103,168,270,430,567,584,523,739,643,634,702,664,621,615,622,541,558,404,330
238,19248,Kings Highway,West 11 Street,Quentin Road,WB,09/28/2019,74,66,54,45,67,39,67,157,201,285,252,355,333,302,284,284,346,322,268,278,261,233,140,131
240,9007483,Kissena Boulevard,Dead end,Melbourne Avenue,NB,09/28/2019,117,90,62,64,62,82,163,236,369,388,429,480,450,458,409,428,393,406,384,401,368,276,249,183
240,9007488,Kissena Boulevard,Dead End,Melbourne Ave.,SB,09/28/2019,173,112,81,77,60,56,139,220,360,403,380,434,550,498,461,501,507,466,483,531,377,320,326,219
244,57167,Lakewood Avenue,Inwood Street,Princeton Street,EB,09/28/2019,56,54,34,37,29,29,63,86,110,137,120,154,182,186,213,168,199,187,179,157,124,131,90,103
244,57167,Lakewood Avenue,Inwood Street,Princeton Street,WB,09/28/2019,34,38,14,23,19,15,42,59,56,75,123,98,133,138,132,112,124,119,100,110,88,93,71,68
262,9005244,Manor Road,Dead end,Dead end,NB,09/28/2019,80,43,29,21,25,54,133,255,321,428,486,468,509,492,491,477,481,444,392,322,245,202,187,179
262,9005244,Manor Road,Dead end,Dead end,SB,09/28/2019,63,38,40,20,21,35,78,173,246,290,376,427,428,445,479,418,429,397,347,296,223,195,147,115
264,126615,Martling Avenue,Cloves Lakes Park Path,Cloves Lakes Park Path,NB,09/28/2019,85,50,30,34,23,40,86,184,311,787,1022,1063,1156,1074,1011,996,815,777,804,578,392,327,284,272
264,126615,Martling Avenue,Cloves Lakes Park Path,Cloves Lakes Park Path,SB,09/28/2019,89,70,45,25,49,67,121,308,528,683,842,781,842,750,806,788,718,582,502,460,321,241,191,179
266,25210,Mcdonald Avenue,Avenue S,Avenue T,NB,09/28/2019,76,86,50,59,30,28,46,96,160,198,231,215,260,265,278,269,266,223,240,201,224,207,157,118
266,25210,Mcdonald Avenue,Avenue S,Avenue T,SB,09/28/2019,115,87,55,45,41,35,66,138,232,253,268,286,322,280,313,278,266,221,315,270,275,290,199,168
277,275873,Myrtle Avenue,Freedom Drive,Memorial Drive,EB,09/28/2019,142,95,87,56,44,55,69,111,232,246,244,265,300,324,337,417,431,437,401,361,289,243,207,157
277,275873,Myrtle Avenue,Freedom Drive,Memorial Drive,WB,09/28/2019,45,30,25,30,42,74,97,151,171,232,222,256,257,242,246,248,232,221,202,194,174,127,105,75
283,50823,South Conduit Avenue,Belmont Avenue,Eldert Lane,EB,09/28/2019,1810,1073,544,453,565,592,798,910,1262,1376,1383,1730,1693,1727,1872,1769,1891,1933,1758,1787,2351,2341,1538,1459
286,97309,Northern Boulevard,191 Street,192 Street,EB,09/28/2019,210,151,100,85,78,126,188,423,713,812,823,903,1044,1045,968,972,996,936,878,842,765,580,492,351
286,97309,Northern Boulevard,191 Street,192 Street,WB,09/28/2019,198,126,95,84,71,150,299,477,764,970,953,1018,1049,994,1030,912,927,1006,975,904,700,558,478,338
287,98008,Northern Boulevard,Oceania Street,Corporal Kennedy Street,EB,09/28/2019,209,154,82,84,70,145,211,429,699,956,955,997,1152,1112,1083,1087,1133,1201,1270,868,708,533,447,282
287,98008,Northern Boulevard,Oceania Street,Corporal Kennedy Stret,WB,09/28/2019,208,173,129,96,75,105,176,319,533,679,718,799,860,857,778,737,810,870,804,759,577,535,439,382
288,27577,Nostrand Avenue,Avenue P,Stuart Street,NB,09/28/2019,119,87,49,42,49,53,111,202,245,280,291,326,331,351,373,420,389,441,486,401,382,325,276,226
288,27577,Nostrand Avenue,Avenue P,Stuart Street,SB,09/28/2019,117,97,63,50,41,72,113,187,252,284,335,325,361,368,415,378,421,403,453,434,444,312,266,218
295,12946,Ocean Terrace,Dead End,Milford Dr,NB,09/28/2019,42,23,12,9,7,14,31,119,142,167,186,229,237,208,233,241,220,214,218,167,127,127,133,116
295,12946,Ocean Terrace,Dead End,Milford Dr,SB,09/28/2019,37,17,9,3,4,9,22,70,99,106,116,134,139,154,139,155,128,125,139,103,78,69,80,73
301,91425,Parsons Boulevard,37 Avenue,38 Avenue,NB,09/28/2019,77,43,43,34,58,54,72,153,282,276,288,271,276,263,286,235,250,232,258,244,224,161,152,143
301,91425,Parsons Boulevard,37 Avenue,38 Avenue,SB,09/28/2019,168,117,83,60,79,75,119,226,336,332,363,416,396,429,381,406,443,409,349,395,378,273,319,237
308,149278,Richmond Ave,Yukon Ave,Dead End,SB,09/28/2019,265,136,82,63,85,72,151,372,612,796,1187,1507,1643,1632,1592,1549,1782,1365,1198,848,517,345,328,277
308,155290,Richmond Ave,Yukon Ave,Yukon Ave,NB,09/28/2019,376,222,122,63,84,104,160,287,510,819,1102,1361,1591,1600,1477,1534,1615,1437,1138,1000,865,797,569,508
309,112431,Richmond Rd,Clove Rd,Dead End,SB,09/28/2019,342,235,141,98,66,65,93,114,218,348,405,516,573,577,590,591,536,533,496,488,465,373,336,307
309,111985,Richmond Rd,Clove Rd,Dead End,SB,09/28/2019,287,197,103,76,29,44,74,179,296,511,603,580,638,674,588,582,526,551,508,520,491,366,356,301
326,98540,Springfield Boulevard,219 Street,46 Avenue,NB,09/28/2019,21,11,8,3,5,10,17,40,77,123,129,141,157,130,124,132,113,102,93,100,63,52,39,28
326,98540,Springfield Boulevard,219 Street,46 Avenue,SB,09/28/2019,48,31,17,15,8,18,22,52,86,140,127,183,151,196,189,177,192,175,156,159,108,108,89,58
327,101166,Springfield Boulevard,64 Ave,67 Ave,NB,09/28/2019,20,26,37,54,101,188,318,261,258,262,236,262,239,242,196,185,188,97,113,77,53,32,24,17
327,101166,Springfield Boulevard,64 Avenue,67 Avenue,SB,09/28/2019,24,31,26,36,67,131,226,197,227,268,263,290,261,261,226,229,225,207,158,129,111,75,62,37
330,70957,St Nicholas Ave,Broadway/ 7 Ave Line,Broadway/ 7 Ave Line,NB,09/28/2019,201,240,181,126,130,108,87,126,209,191,261,384,319,271,358,325,328,339,326,318,261,272,264,251
330,70957,St Nicholas Ave,Broadway / 7 Ave Line,Broadway / 7 Ave Line,SB,09/28/2019,175,179,109,170,144,91,92,142,171,159,246,302,287,249,283,269,239,299,278,285,256,258,246,223
336,50660,Sutter Avenue,Hemlock Street,Autumn Avenue,EB,09/28/2019,124,91,80,59,49,69,82,111,179,170,201,291,267,288,317,352,311,318,298,296,272,214,199,175
336,50660,Sutter Avenue,Hemlock Street,Autumn Avenue,WB,09/28/2019,159,120,92,67,76,75,147,210,215,278,366,393,413,472,500,563,573,489,460,412,341,374,299,258
337,114825,Targee St,Columbus Ave,Richmond Rd,NB,09/28/2019,245,164,75,63,103,188,311,481,661,793,825,885,939,921,790,820,769,755,733,641,515,436,458,397
342,156721,Union Turnpike,196 Street,196 Place,EB,09/28/2019,58,44,19,23,12,19,64,123,166,257,284,308,374,349,381,329,363,339,506,271,214,180,134,111
342,145421,Union Turnpike,Dead end,Dead end,WB,09/28/2019,51,27,15,14,12,23,81,144,246,332,340,375,426,375,436,503,478,418,568,385,256,177,157,92
343,156045,Utopia Parkway,Dead End,45 Avenue,NB,09/28/2019,74,26,49,19,18,19,103,217,288,321,410,372,419,404,361,438,457,367,363,356,317,312,250,214
343,152386,Utopia Parkway,Dead End,45 Avenue,SB,09/28/2019,116,83,52,40,41,44,72,158,325,366,395,461,485,542,519,510,488,496,461,384,344,321,274,183
345,112566,Van Duzer St,Broad St,Jake Court,SB,09/28/2019,184,113,72,70,60,94,179,222,294,362,371,382,404,397,452,384,391,417,388,355,312,290,266,285
